OrderID,DateTime,Shift,DayType,DayOfWeek,PartySize,Category,MenuItem,ItemPrice,ItemQty,Factor
2354,2019-01-24 12:30:00,Lunch,Weekday,Thursday,4,Desserts,rasmalai,6.0,2,0.2508250825082508
2355,2019-01-24 12:30:00,Lunch,Weekday,Thursday,4,Desserts,gulab jamun,6.0,1,0.2508250825082508
2356,2019-01-24 12:30:00,Lunch,Weekday,Thursday,4,Desserts,carrot halwa,7.0,1,0.2508250825082508
2357,2019-01-24 12:30:00,Lunch,Weekday,Thursday,1,Vegetable specials,kadhai paneer,16.0,2,0.2508250825082508
2358,2019-01-24 12:30:00,Lunch,Weekday,Thursday,1,Chicken specials,coconut chicken curry,18.0,1,0.2508250825082508
2359,2019-01-24 12:30:00,Lunch,Weekday,Thursday,1,Chicken specials,butter chicken,18.0,2,0.2508250825082508
2360,2019-01-24 12:30:00,Lunch,Weekday,Thursday,1,Breads,paratha,5.0,3,0.2508250825082508
2361,2019-01-24 18:30:00,Dinner,Weekday,Thursday,3,Starter,indian fish pakoras,14.0,2,0.2508250825082508
2362,2019-01-24 18:30:00,Dinner,Weekday,Thursday,3,Starter,shrimp,15.0,2,0.2508250825082508
2363,2019-01-24 18:30:00,Dinner,Weekday,Thursday,3,Seafood specialties,bhindi do piazza,19.0,1,0.2508250825082508
2364,2019-01-24 18:30:00,Dinner,Weekday,Thursday,3,Seafood specialties,fish curry,19.0,2,0.2508250825082508
2365,2019-01-24 18:30:00,Dinner,Weekday,Thursday,3,Rice specials,rice,5.0,1,0.2508250825082508
2366,2019-01-24 18:30:00,Dinner,Weekday,Thursday,3,Breads,garlic naan,3.5,2,0.2508250825082508
2367,2019-01-24 18:30:00,Dinner,Weekday,Thursday,3,Breads,naan,2.75,1,0.2508250825082508
2368,2019-01-24 18:30:00,Dinner,Weekday,Thursday,3,Desserts,malpua,8.0,1,0.2508250825082508
2369,2019-01-24 18:30:00,Dinner,Weekday,Thursday,3,Desserts,kheer,7.0,2,0.2508250825082508
2370,2019-01-24 19:00:00,Dinner,Weekday,Thursday,5,Starter,gobi manchurian,14.0,2,0.2508250825082508
2371,2019-01-24 19:00:00,Dinner,Weekday,Thursday,5,Starter,flatbread,11.0,2,0.2508250825082508
2372,2019-01-24 19:00:00,Dinner,Weekday,Thursday,5,Starter,crispy chicken sliders,15.0,1,0.2508250825082508
2373,2019-01-24 19:00:00,Dinner,Weekday,Thursday,5,Starter,spicy chicken bites,14.0,1,0.2508250825082508
2374,2019-01-24 19:00:00,Dinner,Weekday,Thursday,5,Vegetable specials,sarson ka saag,15.0,1,0.2508250825082508
2375,2019-01-24 19:00:00,Dinner,Weekday,Thursday,5,Vegetable specials,curry vindaloo,16.0,1,0.2508250825082508
2376,2019-01-24 19:00:00,Dinner,Weekday,Thursday,5,Vegetable specials,baingan bartha,16.0,1,0.2508250825082508
2377,2019-01-24 19:00:00,Dinner,Weekday,Thursday,5,Chicken specials,chicken tikka masala,18.0,1,0.2508250825082508
2378,2019-01-24 19:00:00,Dinner,Weekday,Thursday,5,Chicken specials,butter chicken,18.0,1,0.2508250825082508
2379,2019-01-24 19:00:00,Dinner,Weekday,Thursday,5,Rice specials,chicken rice bowl,18.0,2,0.2508250825082508
2380,2019-01-24 19:00:00,Dinner,Weekday,Thursday,5,Breads,onion kulcha,5.0,1,0.2508250825082508
2381,2019-01-24 19:00:00,Dinner,Weekday,Thursday,5,Breads,spinach naan,6.0,1,0.2508250825082508
2382,2019-01-24 19:00:00,Dinner,Weekday,Thursday,5,Breads,garlic naan,3.5,3,0.2508250825082508
2383,2019-01-24 19:00:00,Dinner,Weekday,Thursday,5,Breads,tandoori roti,2.75,2,0.2508250825082508
2384,2019-01-24 19:00:00,Dinner,Weekday,Thursday,5,Desserts,rasmalai,6.0,1,0.2508250825082508
2385,2019-01-24 19:00:00,Dinner,Weekday,Thursday,5,Desserts,kheer,7.0,1,0.2508250825082508
2386,2019-01-24 19:00:00,Dinner,Weekday,Thursday,5,Desserts,gulab jamun,6.0,2,0.2508250825082508
2387,2019-01-24 19:00:00,Dinner,Weekday,Thursday,5,Desserts,malpua,8.0,1,0.2508250825082508
2388,2019-01-24 19:00:00,Dinner,Weekday,Thursday,5,Desserts,carrot halwa,7.0,1,0.2508250825082508
2389,2019-01-24 20:30:00,Dinner,Weekday,Thursday,2,Starter,vegetable pakora,11.0,1,0.2508250825082508
2390,2019-01-24 20:30:00,Dinner,Weekday,Thursday,2,Chicken specials,butter chicken,18.0,1,0.2508250825082508
2391,2019-01-24 20:30:00,Dinner,Weekday,Thursday,2,Seafood specialties,fish curry,19.0,1,0.2508250825082508
2392,2019-01-24 20:30:00,Dinner,Weekday,Thursday,2,Rice specials,rice,5.0,1,0.2508250825082508
2393,2019-01-24 20:30:00,Dinner,Weekday,Thursday,2,Breads,garlic naan,3.5,2,0.2508250825082508
2394,2019-01-24 20:30:00,Dinner,Weekday,Thursday,2,Breads,naan,2.75,1,0.2508250825082508
2395,2019-01-24 20:30:00,Dinner,Weekday,Thursday,1,Starter,vegetable pakora,11.0,2,0.2508250825082508
2396,2019-01-24 20:30:00,Dinner,Weekday,Thursday,1,Chicken specials,butter chicken,18.0,3,0.2508250825082508
2397,2019-01-24 20:30:00,Dinner,Weekday,Thursday,1,Seafood specialties,fish curry,19.0,2,0.2508250825082508
2398,2019-01-24 20:30:00,Dinner,Weekday,Thursday,1,Rice specials,rice,5.0,1,0.2508250825082508
2399,2019-01-24 20:30:00,Dinner,Weekday,Thursday,1,Breads,garlic naan,3.5,2,0.2508250825082508
2400,2019-01-24 20:30:00,Dinner,Weekday,Thursday,1,Breads,naan,2.75,4,0.2508250825082508
2401,2019-01-25 11:30:00,Lunch,Weekday,Friday,4,Starter,gobi manchurian,14.0,1,0.8448844884488449
2402,2019-01-25 11:30:00,Lunch,Weekday,Friday,4,Starter,flatbread,11.0,1,0.8448844884488449
2403,2019-01-25 11:30:00,Lunch,Weekday,Friday,4,Vegetable specials,sarson ka saag,15.0,1,0.8448844884488449
2404,2019-01-25 11:30:00,Lunch,Weekday,Friday,4,Vegetable specials,curry vindaloo,16.0,1,0.8448844884488449
2405,2019-01-25 11:30:00,Lunch,Weekday,Friday,4,Breads,garlic naan,3.5,2,0.8448844884488449
2406,2019-01-25 11:30:00,Lunch,Weekday,Friday,4,Breads,naan,2.75,2,0.8448844884488449
2407,2019-01-25 11:40:00,Lunch,Weekday,Friday,3,Starter,spicy chicken wings,14.0,1,0.8448844884488449
2408,2019-01-25 11:40:00,Lunch,Weekday,Friday,3,Starter,chicken triangles,14.0,1,0.8448844884488449
2409,2019-01-25 11:40:00,Lunch,Weekday,Friday,3,Chicken specials,chicken korma,18.0,1,0.8448844884488449
2410,2019-01-25 11:40:00,Lunch,Weekday,Friday,3,Rice specials,chicken biryani,19.0,1,0.8448844884488449
2411,2019-01-25 11:40:00,Lunch,Weekday,Friday,3,Breads,onion kulcha,5.0,2,0.8448844884488449
2412,2019-01-25 11:50:00,Lunch,Weekday,Friday,2,Chicken specials,chicken tikka masala,18.0,1,0.8448844884488449
2413,2019-01-25 11:50:00,Lunch,Weekday,Friday,2,Breads,garlic naan,3.5,2,0.8448844884488449
2414,2019-01-25 11:50:00,Lunch,Weekday,Friday,2,Desserts,gulab jamun,6.0,1,0.8448844884488449
2415,2019-01-25 11:50:00,Lunch,Weekday,Friday,2,Desserts,malpua,8.0,1,0.8448844884488449
2416,2019-01-25 11:50:00,Lunch,Weekday,Friday,1,Starter,chicken triangles,14.0,2,0.8448844884488449
2417,2019-01-25 11:50:00,Lunch,Weekday,Friday,1,Chicken specials,chicken korma,18.0,1,0.8448844884488449
2418,2019-01-25 11:50:00,Lunch,Weekday,Friday,1,Rice specials,chicken biryani,19.0,2,0.8448844884488449
2419,2019-01-25 11:50:00,Lunch,Weekday,Friday,1,Breads,onion kulcha,5.0,2,0.8448844884488449
2420,2019-01-25 12:05:00,Lunch,Weekday,Friday,5,Starter,vegetable samosa,11.0,1,0.8448844884488449
2421,2019-01-25 12:05:00,Lunch,Weekday,Friday,5,Starter,chaat papri,11.0,2,0.8448844884488449
2422,2019-01-25 12:05:00,Lunch,Weekday,Friday,5,Vegetable specials,baingan bartha,16.0,1,0.8448844884488449
2423,2019-01-25 12:05:00,Lunch,Weekday,Friday,5,Vegetable specials,malai kofta curry,16.0,2,0.8448844884488449
2424,2019-01-25 12:05:00,Lunch,Weekday,Friday,5,Chicken specials,chicken saag,18.0,1,0.8448844884488449
2425,2019-01-25 12:05:00,Lunch,Weekday,Friday,5,Rice specials,rice,5.0,1,0.8448844884488449
2426,2019-01-25 12:05:00,Lunch,Weekday,Friday,5,Breads,garlic naan,3.5,2,0.8448844884488449
2427,2019-01-25 12:05:00,Lunch,Weekday,Friday,5,Breads,tandoori roti,2.75,2,0.8448844884488449
2428,2019-01-25 12:05:00,Lunch,Weekday,Friday,5,Desserts,gulab jamun,6.0,1,0.8448844884488449
2429,2019-01-25 12:05:00,Lunch,Weekday,Friday,5,Desserts,carrot halwa,7.0,1,0.8448844884488449
2430,2019-01-25 12:10:00,Lunch,Weekday,Friday,2,Vegetable specials,kadhai paneer,16.0,1,0.8448844884488449
2431,2019-01-25 12:10:00,Lunch,Weekday,Friday,2,Lamb specialties,lamb karahi,19.0,1,0.8448844884488449
2432,2019-01-25 12:10:00,Lunch,Weekday,Friday,2,Breads,aloo paratha,5.0,1,0.8448844884488449
2433,2019-01-25 12:10:00,Lunch,Weekday,Friday,2,Breads,garlic naan,3.5,1,0.8448844884488449
2434,2019-01-25 12:10:00,Lunch,Weekday,Friday,2,Desserts,rasmalai,6.0,1,0.8448844884488449
2435,2019-01-25 12:10:00,Lunch,Weekday,Friday,1,Vegetable specials,malai kofta curry,16.0,2,0.8448844884488449
2436,2019-01-25 12:10:00,Lunch,Weekday,Friday,1,Chicken specials,chicken saag,18.0,2,0.8448844884488449
2437,2019-01-25 12:10:00,Lunch,Weekday,Friday,1,Rice specials,rice,5.0,2,0.8448844884488449
2438,2019-01-25 12:10:00,Lunch,Weekday,Friday,1,Breads,garlic naan,3.5,2,0.8448844884488449
2439,2019-01-25 12:10:00,Lunch,Weekday,Friday,1,Breads,tandoori roti,2.75,1,0.8448844884488449
2440,2019-01-25 12:20:00,Lunch,Weekday,Friday,3,Starter,vegetable pakora,11.0,1,0.8448844884488449
2441,2019-01-25 12:20:00,Lunch,Weekday,Friday,3,Starter,hara bhara kebabs,16.0,1,0.8448844884488449
2442,2019-01-25 12:20:00,Lunch,Weekday,Friday,3,Vegetable specials,shahi paneer korma,16.0,1,0.8448844884488449
2443,2019-01-25 12:20:00,Lunch,Weekday,Friday,3,Vegetable specials,yellow dal fry,15.0,1,0.8448844884488449
2444,2019-01-25 12:20:00,Lunch,Weekday,Friday,3,Rice specials,rice,5.0,1,0.8448844884488449
2445,2019-01-25 12:20:00,Lunch,Weekday,Friday,3,Breads,onion kulcha,5.0,1,0.8448844884488449
2446,2019-01-25 12:20:00,Lunch,Weekday,Friday,3,Breads,garlic naan,3.5,1,0.8448844884488449
2447,2019-01-25 12:30:00,Lunch,Weekday,Friday,4,Vegetable specials,fish korma,16.0,1,0.8448844884488449
2448,2019-01-25 12:30:00,Lunch,Weekday,Friday,4,Vegetable specials,kadhai paneer,16.0,1,0.8448844884488449
2449,2019-01-25 12:30:00,Lunch,Weekday,Friday,4,Chicken specials,coconut chicken curry,18.0,1,0.8448844884488449
2450,2019-01-25 12:30:00,Lunch,Weekday,Friday,4,Chicken specials,butter chicken,18.0,1,0.8448844884488449
2451,2019-01-25 12:30:00,Lunch,Weekday,Friday,4,Breads,paratha,5.0,2,0.8448844884488449
2452,2019-01-25 12:30:00,Lunch,Weekday,Friday,4,Breads,naan,2.75,2,0.8448844884488449
2453,2019-01-25 12:30:00,Lunch,Weekday,Friday,4,Breads,tandoori roti,2.75,1,0.8448844884488449
2454,2019-01-25 12:30:00,Lunch,Weekday,Friday,4,Desserts,rasmalai,6.0,2,0.8448844884488449
2455,2019-01-25 12:30:00,Lunch,Weekday,Friday,4,Desserts,gulab jamun,6.0,1,0.8448844884488449
2456,2019-01-25 12:30:00,Lunch,Weekday,Friday,4,Desserts,carrot halwa,7.0,1,0.8448844884488449
2457,2019-01-25 12:30:00,Lunch,Weekday,Friday,1,Vegetable specials,kadhai paneer,16.0,2,0.8448844884488449
2458,2019-01-25 12:30:00,Lunch,Weekday,Friday,1,Chicken specials,coconut chicken curry,18.0,1,0.8448844884488449
2459,2019-01-25 12:30:00,Lunch,Weekday,Friday,1,Chicken specials,butter chicken,18.0,2,0.8448844884488449
2460,2019-01-25 12:30:00,Lunch,Weekday,Friday,1,Breads,paratha,5.0,3,0.8448844884488449
2461,2019-01-25 18:30:00,Dinner,Weekday,Friday,3,Starter,indian fish pakoras,14.0,2,0.8448844884488449
2462,2019-01-25 18:30:00,Dinner,Weekday,Friday,3,Starter,shrimp,15.0,2,0.8448844884488449
2463,2019-01-25 18:30:00,Dinner,Weekday,Friday,3,Seafood specialties,bhindi do piazza,19.0,1,0.8448844884488449
2464,2019-01-25 18:30:00,Dinner,Weekday,Friday,3,Seafood specialties,fish curry,19.0,2,0.8448844884488449
2465,2019-01-25 18:30:00,Dinner,Weekday,Friday,3,Rice specials,rice,5.0,1,0.8448844884488449
2466,2019-01-25 18:30:00,Dinner,Weekday,Friday,3,Breads,garlic naan,3.5,2,0.8448844884488449
2467,2019-01-25 18:30:00,Dinner,Weekday,Friday,3,Breads,naan,2.75,1,0.8448844884488449
2468,2019-01-25 18:30:00,Dinner,Weekday,Friday,3,Desserts,malpua,8.0,1,0.8448844884488449
2469,2019-01-25 18:30:00,Dinner,Weekday,Friday,3,Desserts,kheer,7.0,2,0.8448844884488449
2470,2019-01-25 19:00:00,Dinner,Weekday,Friday,5,Starter,gobi manchurian,14.0,2,0.8448844884488449
2471,2019-01-25 19:00:00,Dinner,Weekday,Friday,5,Starter,flatbread,11.0,2,0.8448844884488449
2472,2019-01-25 19:00:00,Dinner,Weekday,Friday,5,Starter,crispy chicken sliders,15.0,1,0.8448844884488449
2473,2019-01-25 19:00:00,Dinner,Weekday,Friday,5,Starter,spicy chicken bites,14.0,1,0.8448844884488449
2474,2019-01-25 19:00:00,Dinner,Weekday,Friday,5,Vegetable specials,sarson ka saag,15.0,1,0.8448844884488449
2475,2019-01-25 19:00:00,Dinner,Weekday,Friday,5,Vegetable specials,curry vindaloo,16.0,1,0.8448844884488449
2476,2019-01-25 19:00:00,Dinner,Weekday,Friday,5,Vegetable specials,baingan bartha,16.0,1,0.8448844884488449
2477,2019-01-25 19:00:00,Dinner,Weekday,Friday,5,Chicken specials,chicken tikka masala,18.0,1,0.8448844884488449
2478,2019-01-25 19:00:00,Dinner,Weekday,Friday,5,Chicken specials,butter chicken,18.0,1,0.8448844884488449
2479,2019-01-25 19:00:00,Dinner,Weekday,Friday,5,Rice specials,chicken rice bowl,18.0,2,0.8448844884488449
2480,2019-01-25 19:00:00,Dinner,Weekday,Friday,5,Breads,onion kulcha,5.0,1,0.8448844884488449
2481,2019-01-25 19:00:00,Dinner,Weekday,Friday,5,Breads,spinach naan,6.0,1,0.8448844884488449
2482,2019-01-25 19:00:00,Dinner,Weekday,Friday,5,Breads,garlic naan,3.5,3,0.8448844884488449
2483,2019-01-25 19:00:00,Dinner,Weekday,Friday,5,Breads,tandoori roti,2.75,2,0.8448844884488449
2484,2019-01-25 19:00:00,Dinner,Weekday,Friday,5,Desserts,rasmalai,6.0,1,0.8448844884488449
2485,2019-01-25 19:00:00,Dinner,Weekday,Friday,5,Desserts,kheer,7.0,1,0.8448844884488449
2486,2019-01-25 19:00:00,Dinner,Weekday,Friday,5,Desserts,gulab jamun,6.0,2,0.8448844884488449
2487,2019-01-25 19:00:00,Dinner,Weekday,Friday,5,Desserts,malpua,8.0,1,0.8448844884488449
2488,2019-01-25 19:00:00,Dinner,Weekday,Friday,5,Desserts,carrot halwa,7.0,1,0.8448844884488449
2489,2019-01-25 20:30:00,Dinner,Weekday,Friday,2,Starter,vegetable pakora,11.0,1,0.8448844884488449
2490,2019-01-25 20:30:00,Dinner,Weekday,Friday,2,Chicken specials,butter chicken,18.0,1,0.8448844884488449
2491,2019-01-25 20:30:00,Dinner,Weekday,Friday,2,Seafood specialties,fish curry,19.0,1,0.8448844884488449
2492,2019-01-25 20:30:00,Dinner,Weekday,Friday,2,Rice specials,rice,5.0,1,0.8448844884488449
2493,2019-01-25 20:30:00,Dinner,Weekday,Friday,2,Breads,garlic naan,3.5,2,0.8448844884488449
2494,2019-01-25 20:30:00,Dinner,Weekday,Friday,2,Breads,naan,2.75,1,0.8448844884488449
2495,2019-01-25 20:30:00,Dinner,Weekday,Friday,1,Starter,vegetable pakora,11.0,2,0.8448844884488449
2496,2019-01-25 20:30:00,Dinner,Weekday,Friday,1,Chicken specials,butter chicken,18.0,3,0.8448844884488449
2497,2019-01-25 20:30:00,Dinner,Weekday,Friday,1,Seafood specialties,fish curry,19.0,2,0.8448844884488449
2498,2019-01-25 20:30:00,Dinner,Weekday,Friday,1,Rice specials,rice,5.0,1,0.8448844884488449
2499,2019-01-25 20:30:00,Dinner,Weekday,Friday,1,Breads,garlic naan,3.5,2,0.8448844884488449
2500,2019-01-25 20:30:00,Dinner,Weekday,Friday,1,Breads,naan,2.75,4,0.8448844884488449
2501,2019-01-26 11:30:00,Lunch,Weekend,Saturday,3,Breads,onion kulcha,5.0,1,0.7920792079207921
2502,2019-01-26 11:30:00,Lunch,Weekend,Saturday,3,Rice specials,rice,5.0,1,0.7920792079207921
2503,2019-01-26 11:30:00,Lunch,Weekend,Saturday,3,Starter,flatbread,11.0,2,0.7920792079207921
2504,2019-01-26 11:30:00,Lunch,Weekend,Saturday,3,Chicken specials,chicken tikka masala,18.0,1,0.7920792079207921
2505,2019-01-26 11:30:00,Lunch,Weekend,Saturday,3,Vegetable specials,shahi paneer korma,16.0,1,0.7920792079207921
2506,2019-01-26 11:30:00,Lunch,Weekend,Saturday,3,Desserts,malpua,8.0,1,0.7920792079207921
2507,2019-01-26 11:40:00,Lunch,Weekend,Saturday,4,Rice specials,rice,5.0,1,0.7920792079207921
2508,2019-01-26 11:40:00,Lunch,Weekend,Saturday,4,Vegetable specials,fish korma,16.0,1,0.7920792079207921
2509,2019-01-26 11:40:00,Lunch,Weekend,Saturday,4,Desserts,rasmalai,6.0,2,0.7920792079207921
2510,2019-01-26 11:40:00,Lunch,Weekend,Saturday,4,Desserts,carrot halwa,7.0,1,0.7920792079207921
2511,2019-01-26 11:40:00,Lunch,Weekend,Saturday,4,Starter,vegetable pakora,11.0,1,0.7920792079207921
2512,2019-01-26 11:50:00,Lunch,Weekend,Saturday,3,Starter,shrimp,15.0,2,0.7920792079207921
2513,2019-01-26 11:50:00,Lunch,Weekend,Saturday,3,Desserts,rasmalai,6.0,1,0.7920792079207921
2514,2019-01-26 11:50:00,Lunch,Weekend,Saturday,3,Vegetable specials,baingan bartha,16.0,1,0.7920792079207921
2515,2019-01-26 11:50:00,Lunch,Weekend,Saturday,3,Breads,naan,2.75,2,0.7920792079207921
2516,2019-01-26 11:50:00,Lunch,Weekend,Saturday,1,Vegetable specials,malai kofta curry,16.0,2,0.7920792079207921
2517,2019-01-26 11:50:00,Lunch,Weekend,Saturday,1,Chicken specials,butter chicken,18.0,3,0.7920792079207921
2518,2019-01-26 11:50:00,Lunch,Weekend,Saturday,1,Chicken specials,chicken saag,18.0,2,0.7920792079207921
2519,2019-01-26 11:50:00,Lunch,Weekend,Saturday,1,Rice specials,chicken biryani,19.0,2,0.7920792079207921
2520,2019-01-26 12:05:00,Lunch,Weekend,Saturday,5,Breads,naan,2.75,1,0.7920792079207921
2521,2019-01-26 12:05:00,Lunch,Weekend,Saturday,5,Starter,hara bhara kebabs,16.0,1,0.7920792079207921
2522,2019-01-26 12:05:00,Lunch,Weekend,Saturday,5,Breads,paratha,5.0,2,0.7920792079207921
2523,2019-01-26 12:05:00,Lunch,Weekend,Saturday,5,Breads,tandoori roti,2.75,1,0.7920792079207921
2524,2019-01-26 12:05:00,Lunch,Weekend,Saturday,5,Desserts,carrot halwa,7.0,1,0.7920792079207921
2525,2019-01-26 12:05:00,Lunch,Weekend,Saturday,5,Vegetable specials,malai kofta curry,16.0,2,0.7920792079207921
2526,2019-01-26 12:05:00,Lunch,Weekend,Saturday,5,Desserts,gulab jamun,6.0,1,0.7920792079207921
2527,2019-01-26 12:05:00,Lunch,Weekend,Saturday,5,Chicken specials,butter chicken,18.0,1,0.7920792079207921
2528,2019-01-26 12:05:00,Lunch,Weekend,Saturday,5,Desserts,carrot halwa,7.0,1,0.7920792079207921
2529,2019-01-26 12:05:00,Lunch,Weekend,Saturday,5,Seafood specialties,fish curry,19.0,2,0.7920792079207921
2530,2019-01-26 12:10:00,Lunch,Weekend,Saturday,3,Starter,flatbread,11.0,1,0.7920792079207921
2531,2019-01-26 12:10:00,Lunch,Weekend,Saturday,3,Vegetable specials,kadhai paneer,16.0,1,0.7920792079207921
2532,2019-01-26 12:10:00,Lunch,Weekend,Saturday,3,Starter,chaat papri,11.0,2,0.7920792079207921
2533,2019-01-26 12:10:00,Lunch,Weekend,Saturday,3,Breads,garlic naan,3.5,2,0.7920792079207921
2534,2019-01-26 12:10:00,Lunch,Weekend,Saturday,3,Rice specials,chicken biryani,19.0,1,0.7920792079207921
2535,2019-01-26 12:10:00,Lunch,Weekend,Saturday,1,Chicken specials,chicken korma,18.0,1,0.7920792079207921
2536,2019-01-26 12:10:00,Lunch,Weekend,Saturday,1,Rice specials,rice,5.0,2,0.7920792079207921
2537,2019-01-26 12:10:00,Lunch,Weekend,Saturday,1,Starter,vegetable pakora,11.0,2,0.7920792079207921
2538,2019-01-26 12:10:00,Lunch,Weekend,Saturday,1,Starter,chicken triangles,14.0,2,0.7920792079207921
2539,2019-01-26 12:10:00,Lunch,Weekend,Saturday,1,Chicken specials,butter chicken,18.0,2,0.7920792079207921
2540,2019-01-26 12:20:00,Lunch,Weekend,Saturday,3,Vegetable specials,baingan bartha,16.0,1,0.7920792079207921
2541,2019-01-26 12:20:00,Lunch,Weekend,Saturday,3,Breads,garlic naan,3.5,1,0.7920792079207921
2542,2019-01-26 12:20:00,Lunch,Weekend,Saturday,3,Rice specials,chicken rice bowl,18.0,2,0.7920792079207921
2543,2019-01-26 12:20:00,Lunch,Weekend,Saturday,3,Chicken specials,chicken saag,18.0,1,0.7920792079207921
2544,2019-01-26 12:20:00,Lunch,Weekend,Saturday,3,Desserts,malpua,8.0,1,0.7920792079207921
2545,2019-01-26 12:20:00,Lunch,Weekend,Saturday,3,Chicken specials,coconut chicken curry,18.0,1,0.7920792079207921
2546,2019-01-26 12:20:00,Lunch,Weekend,Saturday,3,Starter,vegetable pakora,11.0,1,0.7920792079207921
2547,2019-01-26 12:30:00,Lunch,Weekend,Saturday,5,Chicken specials,butter chicken,18.0,1,0.7920792079207921
2548,2019-01-26 12:30:00,Lunch,Weekend,Saturday,5,Lamb specialties,lamb karahi,19.0,1,0.7920792079207921
2549,2019-01-26 12:30:00,Lunch,Weekend,Saturday,5,Breads,aloo paratha,5.0,1,0.7920792079207921
2550,2019-01-26 12:30:00,Lunch,Weekend,Saturday,5,Desserts,kheer,7.0,2,0.7920792079207921
2551,2019-01-26 12:30:00,Lunch,Weekend,Saturday,5,Vegetable specials,yellow dal fry,15.0,1,0.7920792079207921
2552,2019-01-26 12:30:00,Lunch,Weekend,Saturday,5,Breads,tandoori roti,2.75,2,0.7920792079207921
2553,2019-01-26 12:30:00,Lunch,Weekend,Saturday,5,Desserts,kheer,7.0,1,0.7920792079207921
2554,2019-01-26 12:30:00,Lunch,Weekend,Saturday,5,Breads,garlic naan,3.5,3,0.7920792079207921
2555,2019-01-26 12:30:00,Lunch,Weekend,Saturday,5,Breads,tandoori roti,2.75,2,0.7920792079207921
2556,2019-01-26 12:30:00,Lunch,Weekend,Saturday,5,Seafood specialties,fish curry,19.0,1,0.7920792079207921
2557,2019-01-26 12:30:00,Lunch,Weekend,Saturday,1,Seafood specialties,fish curry,19.0,2,0.7920792079207921
2558,2019-01-26 12:30:00,Lunch,Weekend,Saturday,1,Breads,paratha,5.0,3,0.7920792079207921
2559,2019-01-26 12:30:00,Lunch,Weekend,Saturday,1,Chicken specials,coconut chicken curry,18.0,1,0.7920792079207921
2560,2019-01-26 12:30:00,Lunch,Weekend,Saturday,1,Breads,garlic naan,3.5,2,0.7920792079207921
2561,2019-01-26 18:30:00,Dinner,Weekend,Saturday,4,Starter,vegetable samosa,11.0,1,0.7920792079207921
2562,2019-01-26 18:30:00,Dinner,Weekend,Saturday,4,Breads,onion kulcha,5.0,2,0.7920792079207921
2563,2019-01-26 18:30:00,Dinner,Weekend,Saturday,4,Starter,spicy chicken bites,14.0,1,0.7920792079207921
2564,2019-01-26 18:30:00,Dinner,Weekend,Saturday,4,Starter,crispy chicken sliders,15.0,1,0.7920792079207921
2565,2019-01-26 18:30:00,Dinner,Weekend,Saturday,4,Rice specials,rice,5.0,1,0.7920792079207921
2566,2019-01-26 18:30:00,Dinner,Weekend,Saturday,4,Vegetable specials,curry vindaloo,16.0,1,0.7920792079207921
2567,2019-01-26 18:30:00,Dinner,Weekend,Saturday,4,Starter,gobi manchurian,14.0,1,0.7920792079207921
2568,2019-01-26 18:30:00,Dinner,Weekend,Saturday,4,Breads,garlic naan,3.5,2,0.7920792079207921
2569,2019-01-26 18:30:00,Dinner,Weekend,Saturday,4,Breads,naan,2.75,2,0.7920792079207921
2570,2019-01-26 19:00:00,Dinner,Weekend,Saturday,5,Breads,onion kulcha,5.0,1,0.7920792079207921
2571,2019-01-26 19:00:00,Dinner,Weekend,Saturday,5,Desserts,malpua,8.0,1,0.7920792079207921
2572,2019-01-26 19:00:00,Dinner,Weekend,Saturday,5,Breads,garlic naan,3.5,2,0.7920792079207921
2573,2019-01-26 19:00:00,Dinner,Weekend,Saturday,5,Breads,garlic naan,3.5,2,0.7920792079207921
2574,2019-01-26 19:00:00,Dinner,Weekend,Saturday,5,Breads,naan,2.75,1,0.7920792079207921
2575,2019-01-26 19:00:00,Dinner,Weekend,Saturday,5,Chicken specials,chicken korma,18.0,1,0.7920792079207921
2576,2019-01-26 19:00:00,Dinner,Weekend,Saturday,5,Chicken specials,butter chicken,18.0,1,0.7920792079207921
2577,2019-01-26 19:00:00,Dinner,Weekend,Saturday,5,Breads,garlic naan,3.5,1,0.7920792079207921
2578,2019-01-26 19:00:00,Dinner,Weekend,Saturday,5,Starter,spicy chicken wings,14.0,1,0.7920792079207921
2579,2019-01-26 19:00:00,Dinner,Weekend,Saturday,5,Starter,gobi manchurian,14.0,2,0.7920792079207921
2580,2019-01-26 19:00:00,Dinner,Weekend,Saturday,5,Desserts,gulab jamun,6.0,2,0.7920792079207921
2581,2019-01-26 19:00:00,Dinner,Weekend,Saturday,5,Starter,indian fish pakoras,14.0,2,0.7920792079207921
2582,2019-01-26 19:00:00,Dinner,Weekend,Saturday,5,Rice specials,rice,5.0,1,0.7920792079207921
2583,2019-01-26 19:00:00,Dinner,Weekend,Saturday,5,Desserts,gulab jamun,6.0,1,0.7920792079207921
2584,2019-01-26 19:00:00,Dinner,Weekend,Saturday,5,Seafood specialties,bhindi do piazza,19.0,1,0.7920792079207921
2585,2019-01-26 19:00:00,Dinner,Weekend,Saturday,5,Vegetable specials,sarson ka saag,15.0,1,0.7920792079207921
2586,2019-01-26 19:00:00,Dinner,Weekend,Saturday,5,Breads,garlic naan,3.5,2,0.7920792079207921
2587,2019-01-26 19:00:00,Dinner,Weekend,Saturday,5,Breads,spinach naan,6.0,1,0.7920792079207921
